id,productDisplayName,brand,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,outfit_slot,formality,formality_tier,color_family,is_neutral,is_ethnic,price,mrp,discount_pct,image_file
1895,FIFA Men Full Sleeves Hoody Sweatshirt,FIFA,Men,Apparel,Topwear,Sweatshirts,Black,Winter,2010.0,Casual,top,0.5,Relaxed,neutral,True,False,1749,1749,0,1895.jpg
1919,Puma Men's Choco Brown Casual Shoes,Puma,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2010.0,Casual,footwear,1.0,Casual,brown,True,False,2549,2549,0,1919.jpg
1932,Quechua Women Arpenaz Flex Grey Shoe,Quechua,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,2010.0,Casual,footwear,1.0,Casual,neutral,True,False,1599,3199,50,1932.jpg
1964,ADIDAS Men's Blue Canvas Shoe,ADIDAS,Men,Footwear,Shoes,Casual Shoes,Blue,Winter,2010.0,Casual,footwear,1.0,Casual,blue,False,False,2699,3899,30,1964.jpg
1973,Quechua Mens Brown T-shirt,Quechua,Men,Apparel,Topwear,Tshirts,Brown,Fall,2010.0,Casual,top,0.75,Casual,brown,True,False,499,849,40,1973.jpg
2050,Lee Men Essential Black Shirt,Lee,Men,Apparel,Topwear,Shirts,Black,Winter,2010.0,Casual,top,1.5,Smart Casual,neutral,True,False,799,1599,50,2050.jpg
2057,Lee Men's Saddle Storm T-shirt,Lee,Men,Apparel,Topwear,Tshirts,Orange,Winter,2010.0,Casual,top,0.75,Casual,orange,False,False,899,899,0,2057.jpg
2058,Lee Men's Solo Storm Rider T-shirt,Lee,Men,Apparel,Topwear,Tshirts,Pink,Winter,2010.0,Casual,top,0.75,Casual,pink,False,False,649,1099,40,2058.jpg
2093,Lee Men checks Blue Shirt,Lee,Men,Apparel,Topwear,Shirts,Blue,Winter,2010.0,Casual,top,1.5,Smart Casual,blue,False,False,599,599,0,2093.jpg
2096,Lee Men Olive Green Shirt,Lee,Men,Apparel,Topwear,Shirts,Green,Winter,2010.0,Casual,top,1.5,Smart Casual,green,False,False,1399,2799,50,2096.jpg
2100,Lee Men Checks Brown Shirt,Lee,Men,Apparel,Topwear,Shirts,Brown,Winter,2010.0,Casual,top,1.5,Smart Casual,brown,True,False,1599,2299,30,2100.jpg
2119,Lee Women Pink Shirt,Lee,Women,Apparel,Topwear,Shirts,Pink,Winter,2010.0,Casual,top,1.5,Smart Casual,pink,False,False,1149,1449,20,2119.jpg
2121,Lee Women Black Shirt,Lee,Women,Apparel,Topwear,Shirts,Black,Winter,2010.0,Casual,top,1.5,Smart Casual,neutral,True,False,1499,1899,20,2121.jpg
2127,Basics Men Red Slim FitChecked Shirt,Basics,Men,Apparel,Topwear,Shirts,Red,Spring,2011.0,Casual,top,1.5,Smart Casual,red,False,False,1199,1999,40,2127.jpg
2134,Basics Men Purple Slim Fit Checked Shirt,Basics,Men,Apparel,Topwear,Shirts,Purple,Spring,2011.0,Casual,top,1.5,Smart Casual,purple,False,False,1449,1449,0,2134.jpg
2136,Basics Men Blue & White Slim Fit Checked Shirt,Basics,Men,Apparel,Topwear,Shirts,Navy Blue,Spring,2011.0,Casual,top,1.5,Smart Casual,blue,True,False,749,1099,30,2136.jpg
2195,ADIDAS Women Black Capris,ADIDAS,Women,Apparel,Bottomwear,Capris,Black,Fall,2010.0,Sports,bottom,0.75,Casual,neutral,True,False,1099,2199,50,2195.jpg
2199,ADIDAS Women Streaks Blue Shoe,ADIDAS,Women,Footwear,Shoes,Casual Shoes,Blue,Fall,2010.0,Casual,footwear,1.0,Casual,blue,False,False,999,2499,60,2199.jpg
2208,Puma Mens Drifter Black Flip Flop,Puma,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,footwear,0.0,Relaxed,neutral,True,False,399,699,40,2208.jpg
2211,Puma Men Trek Navy Blue Floater,Puma,Men,Footwear,Sandal,Sandals,Navy Blue,Fall,2010.0,Casual,footwear,0.5,Relaxed,blue,True,False,649,1099,40,2211.jpg
2215,Puma Men Gypsy Olive Sandals,Puma,Men,Footwear,Sandal,Sandals,Olive,Fall,2010.0,Sports,footwear,0.25,Relaxed,green,False,False,1549,2249,30,2215.jpg
2218,Puma Men F1 Black Sandal,Puma,Men,Footwear,Sandal,Sandals,Black,Fall,2010.0,Casual,footwear,0.5,Relaxed,neutral,True,False,1049,1749,40,2218.jpg
2224,Puma Men's Trek Olive Green Sandal,Puma,Men,Footwear,Sandal,Sandals,Green,Fall,2010.0,Casual,footwear,0.5,Relaxed,green,False,False,1349,1349,0,2224.jpg
2248,Puma Men's Drifter Black Green Flip Flops,Puma,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Sports,footwear,0.0,Relaxed,neutral,True,False,399,699,40,2248.jpg
2250,Puma Mens Winglet Red Flip Flop,Puma,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2010.0,Casual,footwear,0.0,Relaxed,red,False,False,449,749,40,2250.jpg
2251,Puma Mens Winglet Brown Flip Flop,Puma,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2010.0,Casual,footwear,0.0,Relaxed,brown,True,False,649,1649,60,2251.jpg
2261,Nike Unisex Grey & Black Backpack,Nike,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2010.0,Casual,accessory,1.0,Casual,neutral,True,False,1649,3299,50,2261.jpg
2268,Nike Grey Women Sweatshirt,Nike Grey,Women,Apparel,Topwear,Sweatshirts,Grey,Fall,2010.0,Sports,top,0.25,Relaxed,neutral,True,False,1399,1399,0,2268.jpg
2286,Nike Men Black Sweatshirt,Nike,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2010.0,Sports,top,0.25,Relaxed,neutral,True,False,1299,1649,20,2286.jpg
2294,Nike Women's Miller Top,Nike,Women,Apparel,Topwear,Tops,White,Fall,2010.0,Sports,top,0.75,Casual,neutral,True,False,849,1249,30,2294.jpg
2359,ADIDAS Navy Blue Men Cap,ADIDAS Navy,Men,Accessories,Headwear,Caps,Navy Blue,Winter,2010.0,Sports,accessory,0.25,Relaxed,blue,True,False,499,849,40,2359.jpg
2367,Red Tape Men's Brown Semi Formal Shoe,Red Tape,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,footwear,4.0,Very Formal,brown,True,False,4599,11499,60,2367.jpg
2370,Red Tape Men's Semi Black Formal Shoe,Red Tape,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,footwear,4.0,Very Formal,neutral,True,False,3549,7099,50,2370.jpg
2372,Red Tape Formal Black Men's Shoe,Red Tape,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,footwear,4.0,Very Formal,neutral,True,False,1949,3249,40,2372.jpg
2373,Red Tape Brown Formal Men's Shoe,Red Tape,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,footwear,4.0,Very Formal,brown,True,False,1899,3199,40,2373.jpg
2467,Nike Men White Cap,Nike,Men,Accessories,Headwear,Caps,White,Summer,2012.0,Casual,accessory,0.5,Relaxed,neutral,True,False,499,499,0,2467.jpg
2501,Numero Uno Men's Casual Red Canvas Shoe,Numero Uno,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2010.0,Casual,footwear,1.0,Casual,red,False,False,1099,1849,40,2501.jpg
2543,Numero Uno Men's Casual Green Flip Flop,Numero Uno,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2010.0,Casual,footwear,0.0,Relaxed,green,False,False,399,399,0,2543.jpg
2544,Numero Uno Men's Casual Blue Flip Flop,Numero Uno,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,footwear,0.0,Relaxed,blue,False,False,499,499,0,2544.jpg
2578,Domyos Women White Capri,Domyos,Women,Apparel,Bottomwear,Capris,White,Summer,2011.0,Casual,bottom,1.0,Casual,neutral,True,False,749,1099,30,2578.jpg
2582,Kalenji Children's Red Cap,Kalenji Children's,Unisex,Accessories,Headwear,Caps,Red,Summer,2011.0,Casual,accessory,0.5,Relaxed,red,False,False,749,1899,60,2582.jpg
2585,Kalenji Black Cap,Kalenji Black,Unisex,Accessories,Headwear,Caps,Black,Summer,2011.0,Casual,accessory,0.5,Relaxed,neutral,True,False,449,449,0,2585.jpg
2590,Tribord Women Breeches Blue Capri,Tribord,Women,Apparel,Bottomwear,Capris,Navy Blue,Summer,2011.0,Casual,bottom,1.0,Casual,blue,True,False,1249,3149,60,2590.jpg
2609,Carlton London Women Contemporary Silver Sandal,Carlton London,Women,Footwear,Shoes,Flats,Silver,Fall,2010.0,Casual,footwear,1.0,Casual,neutral,True,False,599,899,30,2609.jpg
2616,Carlton London Women Gold Wedge Sandal,Carlton London,Women,Footwear,Shoes,Flats,Gold,Fall,2010.0,Sports,footwear,0.75,Casual,yellow,False,False,1399,2349,40,2616.jpg
2625,Carlton London Women Wedge Gold Sandal,Carlton London,Women,Footwear,Shoes,Flats,Gold,Fall,2009.0,Casual,footwear,1.0,Casual,yellow,False,False,549,1399,60,2625.jpg
2626,Carlton London Women Red Wedge Sandal,Carlton London,Women,Footwear,Shoes,Flats,Red,Fall,2010.0,Casual,footwear,1.0,Casual,red,False,False,849,1449,40,2626.jpg
2632,Carlton London Women Pink Ballerinas Shoe,Carlton London,Women,Footwear,Shoes,Flats,Pink,Fall,2010.0,Casual,footwear,1.0,Casual,pink,False,False,1049,1049,0,2632.jpg
2633,Carlton London Men Black Leather Casual Shoes.,Carlton London,Men,Footwear,Shoes,Heels,Black,Summer,2010.0,Smart Casual,footwear,2.5,Smart Casual,neutral,True,False,2099,2649,20,2633.jpg
2802,iD Men Casual Leather Tmber Sandal,iD,Men,Footwear,Sandal,Sandals,Multi,Fall,2009.0,Casual,footwear,0.5,Relaxed,multi,False,False,949,2399,60,2802.jpg
2820,Lee Cooper Men Formal Leather Black Sandal,Lee Cooper,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Formal,footwear,2.5,Smart Casual,neutral,True,False,949,949,0,2820.jpg
2821,Lee Cooper Men Formal Leather Brown Sandal,Lee Cooper,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Formal,footwear,2.5,Smart Casual,brown,True,False,1099,2749,60,2821.jpg
2880,Catwalk Women Leather Formal Grey Heels,Catwalk,Women,Footwear,Shoes,Heels,Grey,Summer,2016.0,Formal,footwear,3.5,Formal,neutral,True,False,1299,3249,60,2880.jpg
2886,Catwalk Women Leather Brown Flats,Catwalk,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,footwear,1.0,Casual,brown,True,False,1099,1099,0,2886.jpg
2901,Catwalk Women Corporate Leather Black Heels,Catwalk,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Formal,footwear,3.5,Formal,neutral,True,False,2399,2399,0,2901.jpg
2953,DUSG Women Rishikesh Organic Wheat Capri,DUSG,Women,Apparel,Bottomwear,Capris,Yellow,Fall,2010.0,Casual,bottom,1.0,Casual,yellow,False,False,949,1399,30,2953.jpg
3013,Lee Men Arnold Black Grey Check Shirt,Lee,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,top,1.5,Smart Casual,neutral,True,False,849,1449,40,3013.jpg
3054,Tantra Men's Who Farted Blue T-shirt,Tantra,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Formal,top,2.0,Smart Casual,blue,False,False,649,1099,40,3054.jpg
3132,DUSG Men's Tadoba Organic Cotton Cappuccino T-shirt,DUSG,Men,Apparel,Topwear,Tshirts,Multi,Fall,2010.0,Casual,top,0.75,Casual,multi,False,False,499,1249,60,3132.jpg
3214,Nike Men's Solarsoft Thong Blue Flip Flop,Nike,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2010.0,Sports,footwear,0.0,Relaxed,blue,False,False,599,999,40,3214.jpg
3223,Puma Women Axis Pink Dark Shadow Shoe,Puma,Women,Footwear,Shoes,Sports Shoes,Multi,Fall,2010.0,Sports,footwear,0.5,Relaxed,multi,False,False,2399,3449,30,3223.jpg
3236,Puma Women Red Sneakers,Puma,Women,Footwear,Shoes,Casual Shoes,Red,Fall,2010.0,Casual,footwear,1.0,Casual,red,False,False,2349,3949,40,3236.jpg
3375,Asics Women Gel Cushioning Active Running Blue Silver Shoe,Asics,Women,Footwear,Shoes,Sports Shoes,Blue,Spring,2012.0,Sports,footwear,0.5,Relaxed,blue,False,False,3299,5499,40,3375.jpg
3390,Murcia Women Brown With Stitch Bag,Murcia,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Formal,accessory,3.0,Formal,brown,True,False,3099,6199,50,3390.jpg
3474,ADIDAS Men Navy Cobalt Backpack,ADIDAS,Men,Accessories,Bags,Backpacks,Navy Blue,Summer,2011.0,Sports,accessory,0.75,Casual,blue,True,False,2199,2199,0,3474.jpg
3484,ADIDAS Women Darkcinde Brown Capri,ADIDAS,Women,Apparel,Bottomwear,Capris,Brown,Fall,2010.0,Sports,bottom,0.75,Casual,brown,True,False,649,1649,60,3484.jpg
3490,ADIDAS Women Spry Dark Navy Black Sandal,ADIDAS,Women,Footwear,Sandal,Sports Sandals,Blue,Spring,2013.0,Sports,footwear,0.25,Relaxed,blue,False,False,1199,1499,20,3490.jpg
3597,Converse Unisex Chuck Taylor OX Green Canvas Shoe,Converse,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,footwear,1.0,Casual,green,False,False,2249,3249,30,3597.jpg
3604,Converse Men's Chuck Taylor As Canvas OX Shoe,Converse,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,footwear,1.0,Casual,green,False,False,2499,4199,40,3604.jpg
3620,Puma Women's Coral Green White Flip Flop,Puma,Women,Footwear,Flip Flops,Flip Flops,Green,Summer,2011.0,Casual,footwear,0.0,Relaxed,green,False,False,549,549,0,3620.jpg
3710,Lee Men Navy Blue Canvas Belt,Lee,Men,Accessories,Belts,Belts,Navy Blue,Summer,2011.0,Casual,accessory,1.0,Casual,blue,True,False,1249,1249,0,3710.jpg
3721,Lee Men Black Canvas Belt,Lee,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,accessory,1.0,Casual,neutral,True,False,849,849,0,3721.jpg
3736,Lotto Unisex Kochi Tuskers Orange Cap,Lotto,Unisex,Accessories,Headwear,Caps,Orange,Fall,2010.0,Casual,accessory,0.5,Relaxed,orange,False,False,799,1349,40,3736.jpg
3909,Urban Yoga Women Yoga Red Capri,Urban Yoga,Women,Apparel,Bottomwear,Capris,Red,Summer,2011.0,Casual,bottom,1.0,Casual,red,False,False,999,1449,30,3909.jpg
3910,Urban Yoga Women Yoga Green Capri,Urban Yoga,Women,Apparel,Bottomwear,Capris,Green,Summer,2011.0,Casual,bottom,1.0,Casual,green,False,False,699,999,30,3910.jpg
3955,Jealous 21 Women Printed Red Top,Jealous 21,Women,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,top,1.0,Casual,red,False,False,1199,1749,30,3955.jpg
4002,Spalding Men's Yellow And Black With Graphic Flip Flop,Spalding,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2011.0,Casual,footwear,0.0,Relaxed,yellow,False,False,299,449,30,4002.jpg
4075,Numero Uno Women Green Shoe,Numero Uno,Women,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,footwear,1.0,Casual,green,False,False,1899,2749,30,4075.jpg
4078,Numero Uno Women Pupmo Purple Shoe,Numero Uno,Women,Footwear,Shoes,Casual Shoes,Purple,Summer,2011.0,Casual,footwear,1.0,Casual,purple,False,False,2049,2949,30,4078.jpg
4101,Puma Women Green Navy Baby Blue Floater,Puma,Women,Footwear,Sandal,Sports Sandals,Green,Summer,2011.0,Sports,footwear,0.25,Relaxed,green,False,False,1449,2449,40,4101.jpg
4340,Fila Men Phoenix Red Shoes,Fila,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Sports,footwear,0.75,Casual,red,False,False,2699,2699,0,4340.jpg
4346,Fila Men's Dusk Brown Flip Flop,Fila,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2011.0,Sports,footwear,0.0,Relaxed,brown,True,False,299,749,60,4346.jpg
4449,Nike Unisex Dry Fit Navy Blue Cap,Nike,Unisex,Accessories,Headwear,Caps,Navy Blue,Summer,2011.0,Casual,accessory,0.5,Relaxed,blue,True,False,449,1149,60,4449.jpg
4468,Puma Men's Vibrant White Black Red Shoe,Puma,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Sports,footwear,0.75,Casual,neutral,True,False,1699,3399,50,4468.jpg
4567,Nike Unisex Triplefin Tho Flip Flop,Nike,Unisex,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Sports,footwear,0.0,Relaxed,neutral,True,False,649,1099,40,4567.jpg
4582,Wildcraft Unisex Orange Daypack A4 Backpack,Wildcraft,Unisex,Accessories,Bags,Backpacks,Orange,Winter,2018.0,Casual,accessory,1.0,Casual,orange,False,False,2299,3299,30,4582.jpg
4593,Wildcraft Unisex Olive & Black Backpack,Wildcraft,Unisex,Accessories,Bags,Backpacks,Olive,Winter,2015.0,Casual,accessory,1.0,Casual,green,False,False,1299,2199,40,4593.jpg
4595,Wildcraft Men Blue & Black Backpack,Wildcraft,Men,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,accessory,1.0,Casual,blue,False,False,1549,3899,60,4595.jpg
4599,Wildcraft Unisex Green & Grey Duffel Bag,Wildcraft,Unisex,Accessories,Bags,Duffel Bag,Green,Winter,2015.0,Casual,accessory,1.0,Casual,green,False,False,3099,3099,0,4599.jpg
4605,Wildcraft Women Green Wiki Backpack,Wildcraft,Women,Accessories,Bags,Backpacks,Green,Winter,2015.0,Casual,accessory,1.0,Casual,green,False,False,2099,2099,0,4605.jpg
4647,ADIDAS Men Neo Feather Lead Red Sandal,ADIDAS,Men,Footwear,Sandal,Sandals,Blue,Summer,2011.0,Sports,footwear,0.25,Relaxed,blue,False,False,1599,3999,60,4647.jpg
4773,ADIDAS Women 3S Blue Capri,ADIDAS,Women,Apparel,Bottomwear,Capris,Blue,Summer,2011.0,Sports,bottom,0.75,Casual,blue,False,False,449,649,30,4773.jpg
4847,ADIDAS Men Revo Black Jacket,ADIDAS,Men,Apparel,Topwear,Jackets,Black,Summer,2011.0,Casual,outerwear,1.0,Casual,neutral,True,False,2099,4199,50,4847.jpg
4852,Newfeel Unisex Purple White Shoes,Newfeel,Unisex,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,footwear,1.0,Casual,purple,False,False,2849,2849,0,4852.jpg
4855,Newfeel Unisex Pink Grey Shoes,Newfeel,Unisex,Footwear,Shoes,Casual Shoes,Pink,Summer,2012.0,Casual,footwear,1.0,Casual,pink,False,False,2949,4249,30,4855.jpg
5107,Wrangler Women Holly Checks Shirt,Wrangler,Women,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,top,1.5,Smart Casual,yellow,False,False,1399,1999,30,5107.jpg
5111,Wrangler Women Ditsy Polka Blue Grey Shirt,Wrangler,Women,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,top,1.5,Smart Casual,blue,False,False,1799,3599,50,5111.jpg
5127,Wrangler Women Holly Checks Shirt,Wrangler,Women,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,top,1.5,Smart Casual,red,False,False,999,999,0,5127.jpg
5217,Wildcraft Unisex Brown & Black Backpack,Wildcraft,Unisex,Accessories,Bags,Backpacks,Brown,Winter,2015.0,Casual,accessory,1.0,Casual,brown,True,False,2349,2349,0,5217.jpg
5227,Wildcraft Unisex Blue Duffel Bag,Wildcraft,Unisex,Accessories,Bags,Duffel Bag,Blue,Winter,2015.0,Casual,accessory,1.0,Casual,blue,False,False,2249,2249,0,5227.jpg
5257,Quechua Unisex Purple Flame Backpack,Quechua,Unisex,Accessories,Bags,Backpacks,Purple,Summer,2011.0,Casual,accessory,1.0,Casual,purple,False,False,1499,3749,60,5257.jpg
5300,Reebok Unisex Athletic Yellow Backpack,Reebok,Unisex,Accessories,Bags,Backpacks,Yellow,Summer,2011.0,Casual,accessory,1.0,Casual,yellow,False,False,749,749,0,5300.jpg
5559,Reebok Men Reversible Blue & Yellow Jacket,Reebok,Men,Apparel,Topwear,Jackets,Yellow,Summer,2011.0,Casual,outerwear,1.0,Casual,yellow,False,False,2449,3099,20,5559.jpg
5560,Reebok Men Sport Revesable Black Green Jacket,Reebok,Men,Apparel,Topwear,Jackets,Green,Summer,2011.0,Sports,outerwear,0.75,Casual,green,False,False,2699,3399,20,5560.jpg
5630,ADIDAS Women's Adi Groove Blue Flip Flop,ADIDAS,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,footwear,0.0,Relaxed,blue,False,False,499,999,50,5630.jpg
